Time,Day,Temp,Humidity,Light_Intensity,Occupancy,Energy
1:00,Sunday,12.4816068,40.60108342,6.709892491,1,5.060438956
18:40,Monday,12.48288191,40.60422535,6.814734561,1,5.017534139
2:20,Friday,12.48415701,40.60736728,6.919576631,1,4.916285033
19:20,Friday,12.48543212,40.61050921,7.024418702,1,4.891928388
8:40,Monday,12.48670723,40.61365114,7.129260772,1,4.814122175
14:20,Wednesday,12.48798233,40.61679307,7.234102842,1,4.742002
0:40,Friday,12.48925744,40.61993499,7.338944912,1,4.698581836
14:40,Friday,12.49053254,40.62307692,7.443786982,1,4.672192562
16:40,Saturday,12.49180765,40.62621885,7.548629052,1,4.64351205
12:20,Friday,12.49308276,40.62936078,7.653471123,1,4.677239033
13:40,Friday,12.49435786,40.63250271,7.758313193,1,4.673386964
22:00,Tuesday,12.49563297,40.63564464,7.863155263,1,4.765397664
13:40,Wednesday,12.49690808,40.63878657,7.967997333,1,4.742470009
17:40,Monday,12.49818318,40.64192849,8.072839403,1,4.803677985
6:00,Monday,12.49945829,40.64507042,8.177681473,1,4.819154467
13:00,Saturday,12.50073339,40.64821235,8.282523544,1,4.869123241
15:20,Monday,12.5020085,40.65135428,8.387365614,1,4.80655113
20:20,Monday,12.50328361,40.65449621,8.492207684,1,4.801549402
3:40,Wednesday,12.50455871,40.65763814,8.597049754,1,4.758902226
12:40,Monday,12.50583382,40.66078007,8.701891824,1,4.809438645
16:40,Monday,12.50710893,40.66392199,8.806733894,1,4.805421316
19:00,Thursday,12.50838403,40.66706392,8.911575965,1,4.705232844
6:00,Tuesday,12.50965914,40.67020585,9.016418035,1,4.553411818
1:00,Saturday,12.51093424,40.67334778,9.121260105,1,4.405472019
13:00,Monday,12.51220935,40.67648971,9.226102175,1,4.285672971
21:20,Wednesday,12.51348446,40.67963164,9.330944245,1,4.180555289
7:00,Saturday,12.51475956,40.68277356,9.435786316,1,4.030864188
9:00,Friday,12.51603467,40.68591549,9.540628386,1,4.091615755
4:40,Wednesday,12.51730978,40.68905742,9.645470456,1,4.208542769
6:20,Wednesday,12.51858488,40.69219935,9.750312526,1,4.204917474
1:20,Wednesday,12.51985999,40.69534128,9.855154596,1,4.216342142
7:00,Monday,12.52113509,40.69848321,9.959996666,1,4.301249241
17:40,Sunday,12.5224102,40.70162514,10.06483874,1,4.327897677
20:40,Monday,12.52368531,40.70476706,10.16968081,1,4.271819199
2:00,Wednesday,12.52496041,40.70790899,10.27452288,1,4.214767875
1:00,Thursday,12.52623552,40.71105092,10.37936495,1,4.167222618
20:00,Thursday,12.52751063,40.71419285,10.48420702,1,4.123904708
6:00,Saturday,12.52878573,40.71733478,10.58904909,1,4.03205885
1:20,Sunday,12.53006084,40.72047671,10.69389116,1,3.993094
8:20,Friday,12.53133594,40.72361863,10.79873323,1,4.092369044
9:20,Thursday,12.53261105,40.72676056,10.9035753,1,4.147467324
9:40,Tuesday,12.53388616,40.72990249,11.00841737,1,4.246846169
16:20,Sunday,12.53516126,40.73304442,11.11325944,1,4.331332254
8:20,Thursday,12.53643637,40.73618635,11.21810151,1,4.479051437
13:00,Monday,12.53771148,40.73932828,11.32294358,1,4.580092352
11:40,Friday,12.53898658,40.74247021,11.42778565,1,4.67871471
12:00,Wednesday,12.54026169,40.74561213,11.53262772,1,4.745274477
17:20,Friday,12.54153679,40.74875406,11.63746979,1,4.895203002
16:00,Tuesday,12.5428119,40.75189599,11.74231186,1,4.991375988
16:00,Thursday,12.54408701,40.75503792,11.84715393,1,5.130040119
13:00,Saturday,12.54536211,40.75817985,11.951996,1,5.270499717
1:00,Monday,12.54663722,40.76132178,12.05683807,1,5.224072506
19:20,Wednesday,12.54791233,40.76446371,12.16168014,1,5.149797508
6:00,Saturday,12.54918743,40.76760563,12.26652221,1,5.088662007
9:20,Saturday,12.55046254,40.77074756,12.37136428,1,5.085309747
3:00,Tuesday,12.55173764,40.77388949,12.47620635,1,5.00952541
4:40,Monday,12.55301275,40.77703142,12.58104842,1,5.032793206
10:20,Monday,12.55428786,40.78017335,12.68589049,1,4.812212859
8:00,Sunday,12.55556296,40.78331528,12.79073256,1,4.623750579
22:20,Friday,12.55683807,40.7864572,12.89557463,1,4.410137292
2:40,Tuesday,12.55811318,40.78959913,13.0004167,1,4.255989223
18:20,Friday,12.55938828,40.79274106,13.10525877,1,4.058456192
5:20,Monday,12.56066339,40.79588299,13.21010084,1,3.916382334
22:20,Friday,12.56193849,40.79902492,13.31494291,1,4.044296159
7:40,Wednesday,12.5632136,40.80216685,13.41978498,1,4.202948279
12:00,Friday,12.56448871,40.80530878,13.52462705,1,4.428166558
0:40,Sunday,12.56576381,40.8084507,13.62946912,1,4.634436904
8:00,Monday,12.56703892,40.81159263,13.73431119,1,4.817127627
5:40,Tuesday,12.56831403,40.81473456,13.83915326,1,5.006412427
17:20,Saturday,12.56958913,40.81787649,13.94399533,1,5.266692687
2:20,Thursday,12.57086424,40.82101842,14.0488374,1,5.542200357
16:20,Monday,12.57213934,40.82416035,14.15367947,1,5.799946039
11:20,Sunday,12.57341445,40.82730228,14.25852154,1,6.05965523
15:00,Saturday,12.57468956,40.8304442,14.36336361,1,6.312054453
22:40,Saturday,12.57596466,40.83358613,14.46820568,1,6.559778883
10:40,Sunday,12.57723977,40.83672806,14.57304775,1,6.276928921
7:00,Friday,12.57851488,40.83986999,14.67788982,1,5.913361446
10:40,Wednesday,12.57978998,40.84301192,14.78273189,1,5.558824132
0:00,Wednesday,12.58106509,40.84615385,14.88757396,1,5.171258504
21:40,Sunday,12.5823402,40.84929577,14.99241603,1,4.831298939
19:40,Wednesday,12.5836153,40.8524377,15.0972581,1,4.494134022
15:00,Thursday,12.58489041,40.85557963,15.20210018,1,4.931429668
22:40,Wednesday,12.58616551,40.85872156,15.30694225,1,5.344990783
20:40,Saturday,12.58744062,40.86186349,15.41178432,1,5.859174296
23:00,Saturday,12.58871573,40.86500542,15.51662639,1,6.298348877
19:00,Sunday,12.58999083,40.86814735,15.62146846,1,6.803118518
2:00,Thursday,12.59126594,40.87128927,15.72631053,1,7.280676471
16:00,Saturday,12.59254105,40.8744312,15.8311526,1,7.166104201
12:20,Monday,12.59381615,40.87757313,15.93599467,1,7.082655462
6:00,Friday,12.59509126,40.88071506,16.04083674,1,6.919385674
16:20,Monday,12.59636636,40.88385699,16.14567881,1,6.759123548
17:40,Thursday,12.59764147,40.88699892,16.25052088,1,6.637610506
19:20,Tuesday,12.59891658,40.89014085,16.35536295,1,6.466868393
21:20,Wednesday,12.60019168,40.89328277,16.46020502,1,6.162522954
14:20,Sunday,12.60146679,40.8964247,16.56504709,1,5.835871127
9:00,Saturday,12.6027419,40.89956663,16.66988916,1,5.479847657
23:40,Monday,12.604017,40.90270856,16.77473123,1,5.199536578
17:20,Saturday,12.60529211,40.90585049,16.8795733,1,4.862327455
10:00,Thursday,12.60656721,40.90899242,16.98441537,1,4.476679402
5:40,Tuesday,12.60784232,40.91213434,17.08925744,1,4.786970298
16:40,Friday,12.60911743,40.91527627,17.19409951,1,5.105722198
2:20,Sunday,12.61039253,40.9184182,17.29894158,1,5.459039528
20:00,Monday,12.61166764,40.92156013,17.40378365,1,5.795906924
2:00,Friday,12.61294275,40.92470206,17.50862572,1,6.1253388
11:00,Wednesday,12.61421785,40.92784399,17.61346779,1,6.44089479
9:20,Monday,12.61549296,40.93098592,17.71830986,1,6.240044383
17:40,Sunday,12.61676806,40.93412784,17.82315193,1,6.050744731
18:20,Saturday,12.61804317,40.93726977,17.927994,1,5.863474706
6:00,Monday,12.61931828,40.9404117,18.03283607,1,5.623308603
21:00,Sunday,12.62059338,40.94355363,18.13767814,1,5.437640806
19:40,Monday,12.62186849,40.94669556,18.24252021,1,5.201498052
18:40,Tuesday,12.6231436,40.94983749,18.34736228,1,4.988385969
23:20,Saturday,12.6244187,40.95297941,18.45220435,1,4.854158023
15:20,Thursday,12.62569381,40.95612134,18.55704642,1,4.710815743
5:20,Monday,12.62696891,40.95926327,18.66188849,1,4.590102929
23:40,Friday,12.62824402,40.9624052,18.76673056,1,4.407850389
2:20,Monday,12.62951913,40.96554713,18.87157263,1,4.312480363
0:20,Sunday,12.63079423,40.96868906,18.9764147,1,4.359466258
19:40,Friday,12.63206934,40.97183099,19.08125677,1,4.415033249
15:40,Monday,12.63334445,40.97497291,19.18609884,1,4.574846468
1:40,Sunday,12.63461955,40.97811484,19.29094091,1,4.63276811
20:20,Tuesday,12.63589466,40.98125677,19.39578298,1,4.76851786
11:40,Sunday,12.63716976,40.9843987,19.50062505,1,4.844506043
15:20,Thursday,12.63844487,40.98754063,19.60546712,1,4.931420053
14:40,Sunday,12.63971998,40.99068256,19.71030919,1,5.04730803
22:00,Thursday,12.64099508,40.99382449,19.81515126,1,5.122849598
5:00,Wednesday,12.64227019,40.99696641,19.91999333,1,5.166231285
20:20,Sunday,12.6435453,41.00010834,20.0248354,1,5.231713608
4:40,Thursday,12.6448204,41.00325027,20.12967747,1,5.338989731
14:20,Monday,12.64609551,41.0063922,20.23451954,1,5.613079664
11:40,Friday,12.64737061,41.00953413,20.33936161,1,5.908101999
15:20,Tuesday,12.64864572,41.01267606,20.44420368,1,6.199539575
22:40,Tuesday,12.64992083,41.01581798,20.54904575,1,6.460126685
3:20,Monday,12.65119593,41.01895991,20.65388782,1,6.781455472
7:00,Wednesday,12.65247104,41.02210184,20.75872989,1,6.996715437
7:20,Wednesday,12.65374615,41.02524377,20.86357196,1,6.692321746
13:00,Sunday,12.65502125,41.0283857,20.96841403,1,6.272124808
23:00,Friday,12.65629636,41.03152763,21.0732561,1,5.890998355
12:00,Friday,12.65757146,41.03466956,21.17809817,1,5.506487793
11:40,Saturday,12.65884657,41.03781148,21.28294025,1,5.082794292
18:00,Friday,12.66012168,41.04095341,21.38778232,1,4.669284693
2:20,Monday,12.66139678,41.04409534,21.49262439,1,4.822578555
14:00,Monday,12.66267189,41.04723727,21.59746646,1,5.021609806
7:40,Monday,12.663947,41.0503792,21.70230853,1,5.215372687
19:40,Sunday,12.6652221,41.05352113,21.8071506,1,5.440596763
15:40,Sunday,12.66649721,41.05666306,21.91199267,1,5.638261698
14:20,Friday,12.66777231,41.05980498,22.01683474,1,5.904884059
0:00,Tuesday,12.66904742,41.06294691,22.12167681,1,6.220685997
21:00,Tuesday,12.67032253,41.06608884,22.22651888,1,6.462842286
5:20,Sunday,12.67159763,41.06923077,22.33136095,1,6.829067634
22:40,Friday,12.67287274,41.0723727,22.43620302,1,7.195450907
4:00,Friday,12.67414785,41.07551463,22.54104509,1,7.524451509
12:40,Saturday,12.67542295,41.07865655,22.64588716,1,7.823241707
7:40,Sunday,12.67669806,41.08179848,22.75072923,1,7.430735333
6:20,Tuesday,12.67797316,41.08494041,22.8555713,1,7.044827811
10:20,Wednesday,12.67924827,41.08808234,22.96041337,1,6.685575539
17:00,Sunday,12.68052338,41.09122427,23.06525544,1,6.265411974
2:40,Monday,12.68179848,41.0943662,23.17009751,1,5.8165549
14:20,Monday,12.68307359,41.09750813,23.27493958,1,5.418447891
8:20,Thursday,12.6843487,41.10065005,23.37978165,1,5.724366141
18:40,Friday,12.6856238,41.10379198,23.48462372,1,6.104518939
8:20,Monday,12.68689891,41.10693391,23.58946579,1,6.51982047
18:20,Friday,12.68817401,41.11007584,23.69430786,1,6.894061049
23:00,Wednesday,12.68944912,41.11321777,23.79914993,1,7.287725211
14:00,Tuesday,12.69072423,41.1163597,23.903992,1,7.673836388
20:00,Tuesday,12.69199933,41.11950163,24.00883407,1,7.65913183
6:20,Wednesday,12.69327444,41.12264355,24.11367614,1,7.63041514
9:40,Thursday,12.69454955,41.12578548,24.21851821,1,7.566127583
12:40,Friday,12.69582465,41.12892741,24.32336028,1,7.503844659
21:40,Saturday,12.69709976,41.13206934,24.42820235,1,7.444875432
22:40,Monday,12.69837486,41.13521127,24.53304442,1,7.374308
11:20,Monday,12.69964997,41.1383532,24.63788649,1,7.391444987
1:40,Saturday,12.70092508,41.14149512,24.74272856,1,7.479472517
7:00,Thursday,12.70220018,41.14463705,24.84757063,1,7.574459206
19:20,Tuesday,12.70347529,41.14777898,24.9524127,1,7.659505715
3:40,Tuesday,12.7047504,41.15092091,25.05725477,1,7.689848705
0:00,Tuesday,12.7060255,41.15406284,25.16209684,1,7.697720766
18:00,Wednesday,12.70730061,41.15720477,25.26693891,1,7.295717676
8:00,Saturday,12.70857571,41.1603467,25.37178098,1,6.866581414
9:20,Thursday,12.70985082,41.16348862,25.47662305,1,6.399427358
1:20,Thursday,12.71112593,41.16663055,25.58146512,1,5.94919744
10:40,Friday,12.71240103,41.16977248,25.68630719,1,5.508051928
20:00,Monday,12.71367614,41.17291441,25.79114926,1,5.015747963
14:40,Wednesday,12.71495125,41.17605634,25.89599133,1,5.358631072
8:00,Wednesday,12.71622635,41.17919827,26.0008334,1,5.756328292
6:20,Thursday,12.71750146,41.1823402,26.10567547,1,6.149948204
11:20,Thursday,12.71877656,41.18548212,26.21051754,1,6.648348038
4:20,Monday,12.72005167,41.18862405,26.31535961,1,7.097734103
7:20,Thursday,12.72132678,41.19176598,26.42020168,1,7.571149523
14:20,Thursday,12.72260188,41.19490791,26.52504375,1,7.551047635
0:00,Friday,12.72387699,41.19804984,26.62988582,1,7.533445543
20:40,Friday,12.7251521,41.20119177,26.73472789,1,7.487458695
16:20,Saturday,12.7264272,41.20433369,26.83956996,1,7.454693084
6:20,Saturday,12.72770231,41.20747562,26.94441203,1,7.470666698
3:20,Monday,12.72897741,41.21061755,27.0492541,1,7.400514358
14:20,Tuesday,12.73025252,41.21375948,27.15409617,1,7.029245562
18:20,Friday,12.73152763,41.21690141,27.25893824,1,6.605805369
2:00,Thursday,12.73280273,41.22004334,27.36378032,1,6.154345244
8:00,Friday,12.73407784,41.22318527,27.46862239,1,5.696604951
16:40,Monday,12.73535295,41.22632719,27.57346446,1,5.205653701
6:40,Monday,12.73662805,41.22946912,27.67830653,1,4.817580533
4:40,Wednesday,12.73790316,41.23261105,27.7831486,1,5.167077879
17:00,Thursday,12.73917826,41.23575298,27.88799067,1,5.52526241
21:40,Monday,12.74045337,41.23889491,27.99283274,1,6.017764457
10:40,Thursday,12.74172848,41.24203684,28.09767481,1,6.396906519
19:20,Sunday,12.74300358,41.24517876,28.20251688,1,6.803076949
1:40,Friday,12.74427869,41.24832069,28.30735895,1,7.238746604
9:00,Saturday,12.7455538,41.25146262,28.41220102,1,6.86526416
8:20,Sunday,12.7468289,41.25460455,28.51704309,1,6.55543684
17:40,Wednesday,12.74810401,41.25774648,28.62188516,1,6.165998608
6:00,Tuesday,12.74937911,41.26088841,28.72672723,1,5.786774656
0:40,Wednesday,12.75065422,41.26403034,28.8315693,1,5.373684842
23:40,Tuesday,12.75192933,41.26717226,28.93641137,1,4.981826718
9:20,Saturday,12.75320443,41.27031419,29.04125344,1,4.875697469
23:40,Saturday,12.75447954,41.27345612,29.14609551,1,4.854104147
18:00,Wednesday,12.75575465,41.27659805,29.25093758,1,4.737231675
10:40,Friday,12.75702975,41.27973998,29.35577965,1,4.679122833
21:40,Saturday,12.75830486,41.28288191,29.46062172,1,4.637825313
19:00,Tuesday,12.75957996,41.28602384,29.56546379,1,4.534609025
1:00,Wednesday,12.76085507,41.28916576,29.67030586,1,4.52600833
21:00,Tuesday,12.76213018,41.29230769,29.77514793,1,4.533197125
1:00,Tuesday,12.76340528,41.29544962,29.87999,1,4.562153696
7:40,Monday,12.76468039,41.29859155,29.98483207,1,4.588153197
15:00,Tuesday,12.7659555,41.30173348,30.08967414,1,4.544424415
0:20,Tuesday,12.7672306,41.30487541,30.19451621,1,4.562810316
21:00,Monday,12.76850571,41.30801733,30.29935828,1,4.567836579
6:40,Saturday,12.76978082,41.31115926,30.40420035,1,4.655507349
10:20,Friday,12.77105592,41.31430119,30.50904242,1,4.679294159
8:40,Tuesday,12.77233103,41.31744312,30.61388449,1,4.780692271
21:00,Tuesday,12.77360613,41.32058505,30.71872656,1,4.767386983
13:40,Monday,12.77488124,41.32372698,30.82356863,1,4.808800996
11:40,Wednesday,12.77615635,41.32686891,30.9284107,1,4.746703371
1:20,Thursday,12.77743145,41.33001083,31.03325277,1,4.73122308
19:00,Friday,12.77870656,41.33315276,31.13809484,1,4.668883588
20:00,Sunday,12.77998167,41.33629469,31.24293691,1,4.606593848
23:00,Monday,12.78125677,41.33943662,31.34777898,1,4.566443305
2:40,Wednesday,12.78253188,41.34257855,31.45262105,1,4.523530459
14:00,Wednesday,12.78380698,41.34572048,31.55746312,1,4.500827313
18:40,Wednesday,12.78508209,41.34886241,31.66230519,1,4.495577077
23:20,Thursday,12.7863572,41.35200433,31.76714726,1,4.454736108
1:00,Friday,12.7876323,41.35514626,31.87198933,1,4.447994665
19:00,Saturday,12.78890741,41.35828819,31.9768314,1,4.374197902
16:40,Friday,12.79018252,41.36143012,32.08167347,1,4.421550293
20:20,Friday,12.79145762,41.36457205,32.18651554,1,4.414855041
17:20,Wednesday,12.79273273,41.36771398,32.29135761,1,4.497404035
9:40,Monday,12.79400783,41.3708559,32.39619968,1,4.587021847
0:20,Saturday,12.79528294,41.37399783,32.50104175,1,4.66406533
4:40,Saturday,12.79655805,41.37713976,32.60588382,1,4.659265954
20:00,Tuesday,12.79783315,41.38028169,32.71072589,1,4.76903046
17:20,Monday,12.79910826,41.38342362,32.81556796,1,4.803733905
1:00,Sunday,12.80038337,41.38656555,32.92041003,1,4.851874608
6:00,Friday,12.80165847,41.38970748,33.0252521,1,4.911336294
6:40,Tuesday,12.80293358,41.3928494,33.13009417,1,5.005490316
11:00,Tuesday,12.80420868,41.39599133,33.23493624,1,4.995165799
7:20,Friday,12.80548379,41.39913326,33.33977831,1,5.11396372
13:20,Friday,12.8067589,41.40227519,33.44462039,1,4.899389874
11:00,Tuesday,12.808034,41.40541712,33.54946246,1,4.778952015
9:00,Sunday,12.80930911,41.40855905,33.65430453,1,4.621847482
1:00,Sunday,12.81058422,41.41170098,33.7591466,1,4.358052608
3:20,Tuesday,12.81185932,41.4148429,33.86398867,1,4.25502923
5:40,Thursday,12.81313443,41.41798483,33.96883074,1,4.154657347
9:20,Wednesday,12.81440953,41.42112676,34.07367281,1,4.20004983
14:40,Monday,12.81568464,41.42426869,34.17851488,1,4.28322191
20:20,Sunday,12.81695975,41.42741062,34.28335695,1,4.322496538
20:00,Friday,12.81823485,41.43055255,34.38819902,1,4.414929799
12:20,Wednesday,12.81950996,41.43369447,34.49304109,1,4.504125944
11:00,Monday,12.82078507,41.4368364,34.59788316,1,4.584691813
22:20,Tuesday,12.82206017,41.43997833,34.70272523,1,4.529292342
18:20,Friday,12.82333528,41.44312026,34.8075673,1,4.41693681
23:00,Friday,12.82461038,41.44626219,34.91240937,1,4.409396064
12:40,Saturday,12.82588549,41.44940412,35.01725144,1,4.389682248
15:40,Monday,12.8271606,41.45254605,35.12209351,1,4.282928524
14:20,Tuesday,12.8284357,41.45568797,35.22693558,1,4.23868903
4:40,Tuesday,12.82971081,41.4588299,35.33177765,1,4.253304733
2:40,Saturday,12.83098592,41.46197183,35.43661972,1,4.403305331
21:00,Friday,12.83226102,41.46511376,35.54146179,1,4.413551118
6:20,Friday,12.83353613,41.46825569,35.64630386,1,4.439930409
22:40,Thursday,12.83481123,41.47139762,35.75114593,1,4.458261714
6:00,Thursday,12.83608634,41.47453954,35.855988,1,4.481362593
0:00,Tuesday,12.83736145,41.47768147,35.96083007,1,4.564321917
21:00,Friday,12.83863655,41.4808234,36.06567214,1,4.667275435
10:40,Wednesday,12.83991166,41.48396533,36.17051421,1,4.747548016
20:40,Friday,12.84118677,41.48710726,36.27535628,1,4.891120548
13:20,Wednesday,12.84246187,41.49024919,36.38019835,1,4.967883111
21:00,Monday,12.84373698,41.49339112,36.48504042,1,5.015348618
0:20,Wednesday,12.84501208,41.49653304,36.58988249,1,4.762988736
10:20,Tuesday,12.84628719,41.49967497,36.69472456,1,4.549325374
7:40,Monday,12.8475623,41.5028169,36.79956663,1,4.298211958
9:20,Saturday,12.8488374,41.50595883,36.9044087,1,4.025167588
16:40,Tuesday,12.85011251,41.50910076,37.00925077,1,3.80891339
4:20,Friday,12.85138762,41.51224269,37.11409284,1,3.55564756
15:00,Wednesday,12.85266272,41.51538462,37.21893491,1,3.749234076
13:20,Tuesday,12.85393783,41.51852654,37.32377698,1,3.819686171
2:20,Saturday,12.85521293,41.52166847,37.42861905,1,4.03868719
13:00,Tuesday,12.85648804,41.5248104,37.53346112,1,4.240665928
21:40,Friday,12.85776315,41.52795233,37.63830319,1,4.412607608
5:40,Monday,12.85903825,41.53109426,37.74314526,1,4.589809749
10:00,Wednesday,12.86031336,41.53423619,37.84798733,1,4.507534755
7:40,Friday,12.86158847,41.53737811,37.9528294,1,4.437836642
15:20,Sunday,12.86286357,41.54052004,38.05767147,1,4.333328436
3:40,Tuesday,12.86413868,41.54366197,38.16251354,1,4.25495989
21:00,Wednesday,12.86541378,41.5468039,38.26735561,1,4.182426311
7:40,Friday,12.86668889,41.54994583,38.37219768,1,4.092760528
8:20,Tuesday,12.867964,41.55308776,38.47703975,1,4.250168646
17:00,Friday,12.8692391,41.55622969,38.58188182,1,4.421495595
16:20,Saturday,12.87051421,41.55937161,38.68672389,1,4.643920913
23:20,Sunday,12.87178932,41.56251354,38.79156596,1,4.827549234
5:20,Monday,12.87306442,41.56565547,38.89640803,1,5.032593255
15:40,Sunday,12.87433953,41.5687974,39.0012501,1,5.237186553
14:20,Tuesday,12.87561463,41.57193933,39.10609217,1,5.388463892
5:00,Saturday,12.87688974,41.57508126,39.21093424,1,5.485557563
3:00,Friday,12.87816485,41.57822319,39.31577631,1,5.51698344
14:00,Tuesday,12.87943995,41.58136511,39.42061838,1,5.585201282
11:40,Thursday,12.88071506,41.58450704,39.52546046,1,5.72139831
18:40,Tuesday,12.88199017,41.58764897,39.63030253,1,5.770342846
23:00,Friday,12.88326527,41.5907909,39.7351446,1,5.493676091
23:00,Sunday,12.88454038,41.59393283,39.83998667,1,5.227952266
12:20,Friday,12.88581548,41.59707476,39.94482874,1,4.901018283
6:20,Sunday,12.88709059,41.60021668,40.04967081,1,4.626502505
20:00,Sunday,12.8883657,41.60335861,40.15451288,1,4.322852714
14:40,Sunday,12.8896408,41.60650054,40.25935495,1,3.958548679
12:20,Tuesday,12.89091591,41.60964247,40.36419702,1,4.242286846
15:00,Wednesday,12.89219102,41.6127844,40.46903909,1,4.499778842
8:00,Sunday,12.89346612,41.61592633,40.57388116,1,4.849638375
12:20,Tuesday,12.89474123,41.61906826,40.67872323,1,5.185601515
5:00,Friday,12.89601633,41.62221018,40.7835653,1,5.514301197
20:00,Sunday,12.89729144,41.62535211,40.88840737,1,5.826690125
12:20,Monday,12.89856655,41.62849404,40.99324944,1,5.616323158
6:40,Wednesday,12.89984165,41.63163597,41.09809151,1,5.36539659
8:20,Wednesday,12.90111676,41.6347779,41.20293358,1,5.161410837
0:00,Thursday,12.90239187,41.63791983,41.30777565,1,4.950615033
21:40,Thursday,12.90366697,41.64106176,41.41261772,1,4.701083712
1:20,Thursday,12.90494208,41.64420368,41.51745979,1,4.486894779
9:00,Monday,12.90621718,41.64734561,41.62230186,1,4.587733821
9:40,Saturday,12.90749229,41.65048754,41.72714393,1,4.650913571
