Time,Day,Temp,Humidity,Light_Intensity,Occupancy,Energy
00:20,Monday,15.0,71.2,3,0,6.32
00:40,Monday,14.9,71.2,0,0,7.13
01:00,Monday,15.5,69.6,5,0,5.86
01:20,Monday,15.2,68.1,5,0,6.23
01:40,Monday,15.1,72.2,4,0,5.76
02:00,Monday,15.6,71.0,3,0,6.54
02:20,Monday,15.4,68.8,7,0,6.28
02:40,Monday,15.3,68.2,5,0,7.13
03:00,Monday,15.4,67.0,5,0,7.29
03:20,Monday,15.8,69.3,2,0,7.02
03:40,Monday,16.4,68.0,6,0,6.68
04:00,Monday,16.6,64.2,6,0,6.88
04:20,Monday,17.3,66.9,5,0,5.72
04:40,Monday,17.4,63.1,4,0,6.7
05:00,Monday,18.7,64.5,7,0,6.09
05:20,Monday,18.1,63.8,1,0,6.27
05:40,Monday,19.3,66.2,5,0,6.49
06:00,Monday,19.3,58.7,75,0,5.67
06:20,Monday,19.4,59.5,37,0,6.01
06:40,Monday,19.7,59.4,20,0,5.46
07:00,Tuesday,21.6,57.4,318,0,6.96
07:20,Tuesday,21.6,57.9,217,1,9.29
07:40,Tuesday,20.9,58.9,270,0,6.11
08:00,Tuesday,21.7,54.7,456,0,5.96
08:20,Tuesday,23.3,55.1,593,0,7.03
08:40,Tuesday,22.3,55.8,433,0,6.04
09:00,Tuesday,23.3,54.5,848,1,10.45
09:20,Tuesday,24.3,51.8,879,0,7.9
09:40,Tuesday,23.8,53.8,741,0,6.44
10:00,Tuesday,24.1,54.4,838,1,11.03
10:20,Tuesday,24.9,52.0,1174,1,11.67
10:40,Tuesday,23.6,50.9,884,1,10.9
11:00,Tuesday,25.6,50.7,987,1,11.96
11:20,Tuesday,24.6,55.6,962,1,11.66
11:40,Tuesday,25.3,54.6,895,1,11.72
12:00,Tuesday,25.9,51.5,1206,1,11.77
12:20,Tuesday,25.7,49.6,1130,1,11.36
12:40,Tuesday,24.0,53.5,1057,1,11.38
13:00,Tuesday,25.2,52.7,1171,1,11.22
13:20,Tuesday,23.6,51.2,923,0,6.93
13:40,Tuesday,25.0,50.6,1017,1,11.71
14:00,Tuesday,24.0,52.7,745,1,10.67
14:20,Tuesday,24.5,51.3,850,0,7.83
14:40,Tuesday,23.7,51.6,777,1,11.13
15:00,Tuesday,23.9,51.8,701,1,11.17
15:20,Tuesday,24.2,52.2,809,1,10.0
15:40,Tuesday,23.8,53.0,740,1,10.12
16:00,Tuesday,23.3,51.0,427,1,9.41
16:20,Tuesday,23.3,53.4,427,1,10.17
16:40,Tuesday,21.9,54.7,465,1,8.76
17:00,Tuesday,21.0,59.7,335,0,6.1
17:20,Tuesday,20.9,57.9,251,1,8.86
17:40,Tuesday,20.5,55.5,401,1,9.86
18:00,Tuesday,19.1,60.5,4,1,9.33
18:20,Tuesday,19.2,61.9,7,1,9.77
18:40,Tuesday,20.2,59.0,5,1,9.8
19:00,Tuesday,18.3,61.2,7,1,9.65
19:20,Tuesday,18.2,62.5,5,0,5.32
19:40,Tuesday,18.8,62.9,4,0,5.25
20:00,Tuesday,16.9,64.2,7,0,5.99
20:20,Tuesday,17.9,67.6,7,0,5.87
20:40,Tuesday,17.7,62.9,5,0,5.78
21:00,Tuesday,17.3,68.1,8,0,5.49
21:20,Tuesday,16.4,67.5,7,0,6.29
21:40,Tuesday,16.0,67.1,7,0,6.21
22:00,Tuesday,15.6,68.7,4,0,5.92
22:20,Tuesday,15.1,69.8,6,0,7.37
22:40,Tuesday,15.5,67.2,5,0,7.31
23:00,Tuesday,15.1,68.5,4,0,6.79
23:20,Tuesday,15.6,69.2,5,0,6.31
23:40,Tuesday,15.6,73.6,5,0,6.22
00:00,Tuesday,15.6,69.3,3,0,6.98
00:20,Tuesday,14.2,69.6,8,0,5.92
00:40,Tuesday,14.8,66.7,4,0,6.14
01:00,Tuesday,14.9,67.8,6,0,6.55
01:20,Tuesday,15.1,66.8,9,0,6.65
01:40,Tuesday,15.1,73.1,6,0,7.02
02:00,Tuesday,15.5,71.4,6,0,6.08
02:20,Tuesday,16.5,66.4,5,0,5.9
02:40,Tuesday,16.0,70.7,6,0,6.58
03:00,Tuesday,16.6,66.0,6,0,6.98
03:20,Tuesday,16.0,64.8,3,0,7.58
03:40,Tuesday,16.3,68.9,5,0,7.04
04:00,Tuesday,18.1,64.4,4,0,5.27
04:20,Tuesday,18.3,65.2,9,0,6.49
04:40,Tuesday,17.9,66.5,4,0,6.17
05:00,Tuesday,18.7,60.8,9,0,6.55
05:20,Tuesday,17.8,62.1,4,0,6.97
05:40,Tuesday,19.3,63.7,8,0,5.43
06:00,Tuesday,20.4,58.3,50,0,5.71
06:20,Tuesday,20.4,56.9,0,0,5.8
06:40,Tuesday,20.6,62.1,17,0,4.71
07:00,Wednesday,20.8,60.3,299,1,8.71
07:20,Wednesday,20.6,58.1,254,0,6.52
07:40,Wednesday,21.0,56.3,261,0,6.68
08:00,Wednesday,22.0,53.3,445,0,5.77
08:20,Wednesday,22.6,58.0,494,1,9.69
08:40,Wednesday,23.5,57.2,593,1,10.11
09:00,Wednesday,23.3,52.2,571,1,10.55
09:20,Wednesday,24.5,51.7,841,1,9.82
09:40,Wednesday,23.8,52.7,812,1,10.14
10:00,Wednesday,24.4,50.8,860,0,7.66
10:20,Wednesday,24.5,53.5,838,1,10.51
10:40,Wednesday,24.0,52.4,879,0,7.21
11:00,Wednesday,25.6,49.9,824,1,12.37
11:20,Wednesday,24.5,52.9,1084,1,11.2
11:40,Wednesday,25.3,50.4,943,1,11.69
12:00,Wednesday,25.0,53.0,1133,0,9.61
12:20,Wednesday,26.2,50.9,1058,1,12.31
12:40,Wednesday,24.3,50.0,826,1,10.8
13:00,Wednesday,25.0,50.8,996,1,11.8
13:20,Wednesday,25.3,50.7,1103,1,11.42
13:40,Wednesday,24.7,52.6,1066,1,11.75
14:00,Wednesday,24.4,52.6,920,1,10.55
14:20,Wednesday,24.2,49.6,738,0,8.07
14:40,Wednesday,24.5,49.8,909,1,10.89
15:00,Wednesday,23.3,55.6,846,1,10.59
15:20,Wednesday,23.3,51.0,833,0,7.91
15:40,Wednesday,23.4,52.7,702,1,10.51
16:00,Wednesday,23.1,57.3,581,1,9.92
16:20,Wednesday,23.6,58.1,509,0,6.37
16:40,Wednesday,21.9,55.4,489,1,9.65
17:00,Wednesday,20.6,61.9,137,1,9.87
17:20,Wednesday,21.0,58.2,216,1,9.3
17:40,Wednesday,20.6,59.8,246,1,8.82
18:00,Wednesday,20.3,62.3,6,0,5.22
18:20,Wednesday,19.1,61.0,4,1,10.33
18:40,Wednesday,20.1,60.0,2,1,9.9
19:00,Wednesday,18.7,61.4,4,0,6.9
19:20,Wednesday,19.4,65.6,6,1,8.9
19:40,Wednesday,18.7,59.3,4,1,9.09
20:00,Wednesday,17.4,65.1,5,0,6.38
20:20,Wednesday,17.9,68.5,6,0,6.27
20:40,Wednesday,17.1,66.2,5,0,6.18
21:00,Wednesday,16.4,68.5,4,0,6.51
21:20,Wednesday,16.2,65.1,7,0,6.47
21:40,Wednesday,16.3,70.7,2,0,6.69
22:00,Wednesday,16.0,65.5,4,0,6.56
22:20,Wednesday,15.7,69.4,4,0,7.05
22:40,Wednesday,15.2,67.0,6,0,6.92
23:00,Wednesday,15.2,71.9,7,0,6.67
23:20,Wednesday,15.3,66.9,7,0,6.1
23:40,Wednesday,15.0,70.2,4,0,6.27
00:00,Wednesday,14.5,68.6,4,0,7.32
00:20,Wednesday,15.9,70.0,8,0,5.93
00:40,Wednesday,14.9,69.5,3,0,6.98
01:00,Wednesday,15.2,66.0,6,0,6.96
01:20,Wednesday,15.0,66.8,8,0,6.9
01:40,Wednesday,15.9,69.7,6,0,6.12
02:00,Wednesday,15.4,73.3,6,0,6.68
02:20,Wednesday,15.5,70.0,6,0,6.36
02:40,Wednesday,15.7,66.4,3,0,6.1
03:00,Wednesday,17.1,65.6,4,0,6.65
03:20,Wednesday,15.9,67.6,5,0,6.56
03:40,Wednesday,17.1,70.6,4,0,5.89
04:00,Wednesday,17.2,67.1,6,0,7.08
04:20,Wednesday,18.0,66.5,3,0,6.29
04:40,Wednesday,17.7,66.5,4,0,6.53
05:00,Wednesday,18.9,62.8,6,0,6.27
05:20,Wednesday,18.4,62.3,6,0,6.45
05:40,Wednesday,18.3,60.5,7,0,5.89
06:00,Wednesday,20.3,59.2,75,0,5.78
06:20,Wednesday,19.4,58.6,124,0,6.91
06:40,Wednesday,20.3,57.6,0,0,5.0
07:00,Thursday,21.0,53.9,174,0,6.76
07:20,Thursday,21.0,58.5,364,0,6.31
07:40,Thursday,21.3,57.2,135,1,9.43
08:00,Thursday,22.6,57.8,486,0,6.44
08:20,Thursday,22.4,55.7,477,0,6.61
08:40,Thursday,22.0,55.8,600,1,8.97
09:00,Thursday,23.5,53.3,685,1,10.33
09:20,Thursday,23.7,51.9,750,1,9.5
09:40,Thursday,23.4,54.4,692,1,9.56
10:00,Thursday,24.1,52.5,860,1,10.64
10:20,Thursday,24.5,50.7,837,1,11.4
10:40,Thursday,24.1,50.0,927,1,10.32
11:00,Thursday,25.1,46.8,933,1,11.1
11:20,Thursday,25.1,53.7,1037,1,11.39
11:40,Thursday,24.4,50.0,1136,1,11.72
12:00,Thursday,25.9,47.5,802,0,8.82
12:20,Thursday,24.8,48.0,1045,0,7.83
12:40,Thursday,25.4,50.6,982,1,11.94
13:00,Thursday,25.5,47.5,738,1,12.06
13:20,Thursday,24.8,50.8,1015,1,11.41
13:40,Thursday,24.6,51.5,963,0,7.55
14:00,Thursday,24.5,48.8,562,1,11.6
14:20,Thursday,24.0,52.1,948,1,9.75
14:40,Thursday,24.5,50.1,737,0,7.97
15:00,Thursday,24.2,55.9,726,1,10.1
15:20,Thursday,24.6,52.6,592,1,9.96
15:40,Thursday,24.9,52.3,725,1,11.41
16:00,Thursday,22.3,55.8,198,1,9.24
16:20,Thursday,23.7,54.2,381,1,10.03
16:40,Thursday,22.5,52.3,492,1,9.14
17:00,Thursday,21.0,59.7,257,1,8.22
17:20,Thursday,21.6,58.4,249,0,5.41
17:40,Thursday,21.4,56.4,395,0,5.73
18:00,Thursday,19.3,57.8,7,0,7.63
18:20,Thursday,19.9,58.4,5,1,9.77
18:40,Thursday,19.4,62.1,4,0,6.1
19:00,Thursday,18.0,65.4,3,1,9.52
19:20,Thursday,18.6,61.2,7,0,6.63
19:40,Thursday,18.3,60.1,3,0,6.82
20:00,Thursday,17.0,62.7,4,0,6.14
20:20,Thursday,17.5,67.4,3,0,6.36
20:40,Thursday,18.3,67.5,6,0,5.78
21:00,Thursday,16.7,69.6,6,0,6.24
21:20,Thursday,16.9,66.7,4,0,5.56
21:40,Thursday,16.4,66.1,4,0,6.4
22:00,Thursday,15.9,70.4,0,0,6.55
22:20,Thursday,16.1,71.0,4,0,6.64
22:40,Thursday,16.0,71.1,3,0,5.94
23:00,Thursday,16.0,69.4,7,0,5.54
23:20,Thursday,15.3,71.1,4,0,6.25
23:40,Thursday,15.1,68.8,7,0,5.86
00:00,Thursday,14.8,68.1,9,0,6.19
00:20,Thursday,15.7,70.9,4,0,5.49
00:40,Thursday,15.2,68.0,4,0,5.66
01:00,Thursday,14.7,70.3,4,0,6.16
01:20,Thursday,15.1,71.6,6,0,6.58
01:40,Thursday,15.6,72.0,4,0,6.52
02:00,Thursday,16.3,70.3,2,0,5.51
02:20,Thursday,15.5,65.6,6,0,5.77
02:40,Thursday,15.7,66.9,8,0,6.12
03:00,Thursday,16.5,70.8,1,0,5.73
03:20,Thursday,15.7,70.1,5,0,5.93
03:40,Thursday,16.0,68.2,5,0,6.6
04:00,Thursday,17.9,65.8,6,0,5.63
04:20,Thursday,17.6,64.6,4,0,5.53
04:40,Thursday,17.2,66.9,4,0,6.52
05:00,Thursday,17.9,67.9,6,0,6.87
05:20,Thursday,18.7,67.9,1,0,6.0
05:40,Thursday,18.5,60.0,4,0,6.53
06:00,Thursday,19.5,58.8,0,0,5.88
06:20,Thursday,19.3,56.2,11,0,7.0
06:40,Thursday,20.8,62.4,0,0,5.07
07:00,Friday,20.6,54.7,142,0,5.25
07:20,Friday,21.5,55.8,213,1,9.01
07:40,Friday,21.0,59.1,408,0,5.34
08:00,Friday,22.6,56.8,531,0,6.61
08:20,Friday,23.1,53.4,401,0,6.49
08:40,Friday,22.5,55.3,444,0,7.03
09:00,Friday,24.5,51.0,677,1,9.89
09:20,Friday,24.2,54.1,433,1,10.37
09:40,Friday,22.7,53.8,725,1,9.26
10:00,Friday,24.8,49.9,885,1,11.12
10:20,Friday,24.8,49.9,868,1,11.13
10:40,Friday,24.9,51.5,817,1,11.88
11:00,Friday,24.2,49.2,977,1,10.81
11:20,Friday,25.4,48.2,767,1,12.13
11:40,Friday,25.1,51.0,999,0,8.47
12:00,Friday,25.6,52.0,935,1,12.28
12:20,Friday,25.3,53.5,1112,0,7.78
12:40,Friday,24.7,50.5,1040,1,11.14
13:00,Friday,24.4,54.9,1086,1,11.3
13:20,Friday,24.6,51.5,871,1,10.74
13:40,Friday,24.4,54.3,989,1,11.03
14:00,Friday,24.5,54.0,921,1,10.68
14:20,Friday,24.2,51.0,878,1,11.83
14:40,Friday,24.8,51.4,881,0,9.08
15:00,Friday,23.2,55.8,572,0,6.82
15:20,Friday,23.9,53.7,898,0,7.75
15:40,Friday,24.0,51.1,726,1,10.31
16:00,Friday,21.4,59.9,631,1,9.53
16:20,Friday,22.0,53.8,613,1,9.36
16:40,Friday,21.8,55.0,457,1,9.69
17:00,Friday,21.5,57.4,0,0,5.02
17:20,Friday,20.8,59.4,324,1,9.45
17:40,Friday,20.9,57.1,41,0,5.45
18:00,Friday,20.4,57.7,10,0,6.04
18:20,Friday,19.9,57.4,4,0,5.98
18:40,Friday,19.2,59.3,3,1,9.82
19:00,Friday,19.0,65.5,6,0,5.61
19:20,Friday,18.7,61.3,3,0,7.23
19:40,Friday,19.4,63.9,5,0,6.53
20:00,Friday,18.1,65.1,1,0,5.83
20:20,Friday,17.1,65.7,3,0,6.0
20:40,Friday,17.4,62.2,3,0,6.49
21:00,Friday,16.8,69.6,7,0,5.14
21:20,Friday,16.5,67.9,0,0,6.13
21:40,Friday,16.7,67.1,8,0,5.69
22:00,Friday,16.1,69.0,8,0,5.99
22:20,Friday,15.7,70.7,3,0,7.49
22:40,Friday,16.3,69.5,5,0,6.65
23:00,Friday,16.0,73.6,2,0,5.73
23:20,Friday,14.9,70.3,2,0,5.4
23:40,Friday,15.3,70.5,6,0,6.06
00:00,Friday,15.4,70.0,5,0,6.23
00:20,Friday,15.1,68.3,2,0,7.43
00:40,Friday,14.9,67.4,1,0,5.7
01:00,Friday,15.1,71.1,4,0,6.57
01:20,Friday,15.8,69.9,10,0,5.75
01:40,Friday,14.9,71.1,6,0,6.33
02:00,Friday,15.3,70.9,7,0,6.05
02:20,Friday,15.1,69.3,5,0,7.13
02:40,Friday,16.0,67.1,7,0,5.96
03:00,Friday,17.1,67.1,5,0,6.35
03:20,Friday,17.2,63.1,9,0,5.65
03:40,Friday,17.5,69.2,2,0,5.26
04:00,Friday,17.2,65.8,7,0,5.74
04:20,Friday,17.0,70.4,3,0,7.51
04:40,Friday,17.0,64.6,5,0,6.55
05:00,Friday,19.0,64.5,4,0,6.09
05:20,Friday,19.0,61.9,5,0,5.85
05:40,Friday,18.8,64.1,6,0,5.41
06:00,Friday,19.9,58.4,98,0,7.09
06:20,Friday,20.3,56.5,0,0,6.32
06:40,Friday,19.9,56.9,52,0,5.38
07:00,Saturday,21.2,58.9,301,0,4.35
07:20,Saturday,21.7,61.8,414,0,3.89
07:40,Saturday,21.2,56.4,184,0,3.95
08:00,Saturday,22.1,54.5,459,0,4.12
08:20,Saturday,22.2,56.3,359,0,4.34
08:40,Saturday,21.8,56.6,408,0,4.59
09:00,Saturday,23.0,51.2,710,0,5.23
09:20,Saturday,22.8,53.0,913,0,4.2
09:40,Saturday,23.2,54.1,916,0,4.8
10:00,Saturday,25.3,52.3,840,0,5.5
10:20,Saturday,24.1,52.7,825,1,8.02
10:40,Saturday,24.7,48.0,768,1,7.12
11:00,Saturday,24.6,46.9,846,1,7.92
11:20,Saturday,24.4,49.9,1104,0,6.25
11:40,Saturday,25.1,53.4,876,0,6.39
12:00,Saturday,25.5,48.1,982,0,5.54
12:20,Saturday,25.0,48.8,1188,0,5.77
12:40,Saturday,25.5,47.9,863,0,6.12
13:00,Saturday,25.0,48.9,928,0,4.86
13:20,Saturday,25.5,47.9,976,1,8.15
13:40,Saturday,25.1,50.2,989,1,8.54
14:00,Saturday,25.0,53.5,1004,1,7.92
14:20,Saturday,23.8,50.5,684,0,6.03
14:40,Saturday,24.3,54.1,864,0,5.28
15:00,Saturday,23.3,56.1,798,1,6.8
15:20,Saturday,23.3,50.9,727,1,6.79
15:40,Saturday,23.3,52.9,669,1,7.75
16:00,Saturday,22.4,54.2,377,0,4.16
16:20,Saturday,22.4,52.1,495,1,6.23
16:40,Saturday,22.1,55.1,499,0,5.02
17:00,Saturday,21.8,56.2,161,0,3.69
17:20,Saturday,19.9,56.9,380,0,3.43
17:40,Saturday,21.7,57.0,253,0,3.39
18:00,Saturday,20.5,61.5,6,0,4.95
18:20,Saturday,19.6,57.9,6,0,4.36
18:40,Saturday,20.2,59.4,9,0,3.77
19:00,Saturday,20.0,61.1,4,0,4.6
19:20,Saturday,18.9,62.5,7,0,4.48
19:40,Saturday,19.0,61.1,6,0,4.12
20:00,Saturday,17.9,63.7,6,0,4.05
20:20,Saturday,17.4,65.1,7,0,4.85
20:40,Saturday,17.5,64.3,6,0,3.96
21:00,Saturday,16.3,67.1,7,0,3.84
21:20,Saturday,17.6,66.6,4,0,4.23
21:40,Saturday,16.7,69.9,7,0,4.44
22:00,Saturday,16.0,65.2,3,0,4.44
22:20,Saturday,15.6,71.9,3,0,5.13
22:40,Saturday,16.4,69.4,7,0,4.03
23:00,Saturday,15.4,74.6,8,0,4.33
23:20,Saturday,15.4,70.6,1,0,4.26
23:40,Saturday,15.8,68.3,8,0,3.9
00:00,Saturday,15.6,73.3,5,0,4.41
00:20,Saturday,15.2,72.0,3,0,4.17
00:40,Saturday,13.8,66.8,7,0,4.82
01:00,Saturday,15.0,71.5,7,0,4.67
01:20,Saturday,14.5,66.4,6,0,5.15
01:40,Saturday,15.6,71.1,7,0,3.23
02:00,Saturday,15.8,66.5,5,0,4.02
02:20,Saturday,15.5,73.3,7,0,3.75
02:40,Saturday,15.4,71.8,6,0,3.99
03:00,Saturday,16.6,67.9,6,0,4.18
03:20,Saturday,16.2,61.9,5,0,4.4
03:40,Saturday,16.2,67.4,3,0,3.92
04:00,Saturday,17.1,67.2,3,0,4.84
04:20,Saturday,18.2,65.2,10,0,4.35
04:40,Saturday,17.2,62.4,3,0,5.04
05:00,Saturday,19.5,64.3,6,0,3.53
05:20,Saturday,18.7,65.2,1,0,4.12
05:40,Saturday,19.0,66.2,4,0,3.27
06:00,Saturday,19.4,58.3,0,0,5.15
06:20,Saturday,21.1,60.2,86,0,3.63
06:40,Saturday,20.8,61.5,87,0,4.03
